activity_id,user_id,hotel_id,is_bookmark,is_watching
a0872,u1095,h1010,0,1
a0873,u0678,h1001,0,1
a0874,u0733,h1014,1,0
a0875,u0567,h1018,1,0
a0876,u1213,h1023,0,1
a0877,u0701,h1008,1,0
a0878,u0927,h1014,0,1
a0879,u1082,h1013,0,1
a0880,u0560,h1001,0,1
a0881,u0908,h1012,0,1
a0882,u0280,h1017,0,1
a0883,u1361,h1004,0,1
a0884,u0271,h1004,0,1
a0885,u1170,h1008,0,1
a0886,u1426,h1005,1,0
a0887,u1162,h1014,0,1
a0888,u0263,h1017,0,1
a0889,u1039,h1007,0,1
a0890,u0493,h1005,1,0
a0891,u0209,h1015,0,1
a0892,u1017,h1009,0,1
a0893,u0773,h1016,0,1
a0894,u0062,h1001,0,1
a0895,u1274,h1009,0,1
a0896,u0332,h1014,1,0
a0897,u1113,h1022,1,0
a0898,u0121,h1001,0,1
a0899,u0289,h1017,0,1
a0900,u0615,h1017,0,1
a0901,u0343,h1019,0,1
a0902,u0200,h1003,0,1
a0903,u0608,h1014,0,1
a0904,u1352,h1004,1,0
a0905,u0024,h1017,0,1
a0906,u0908,h1001,1,0
a0907,u0046,h1012,0,1
a0908,u0027,h1005,0,1
a0909,u0133,h1004,0,1
a0910,u0366,h1014,1,0
a0911,u0957,h1012,1,0
a0912,u0042,h1010,0,1
a0913,u1068,h1010,1,0
a0914,u0706,h1016,0,1
a0915,u0969,h1014,0,1
a0916,u0182,h1018,1,0
a0917,u1117,h1019,1,0
a0918,u0160,h1012,1,0
a0919,u1089,h1023,0,1
a0920,u1465,h1022,0,1
a0921,u1243,h1014,0,1
a0922,u1292,h1015,0,1
a0923,u0226,h1015,1,0
a0924,u0673,h1007,0,1
a0925,u0367,h1018,0,1
a0926,u0127,h1010,0,1
a0927,u0253,h1009,0,1
a0928,u0567,h1003,1,0
a0929,u0022,h1023,0,1
a0930,u0816,h1020,0,1
a0931,u0385,h1003,1,0
a0932,u0587,h1019,0,1
a0933,u0769,h1011,1,0
a0934,u0626,h1013,1,0
a0935,u1318,h1016,0,1
a0936,u0354,h1010,0,1
a0937,u0972,h1010,0,1
a0938,u0316,h1005,0,1
a0939,u0675,h1016,1,0
a0940,u0991,h1020,1,0
a0941,u0531,h1009,0,1
a0942,u0173,h1015,1,0
a0943,u1461,h1010,0,1
a0944,u0528,h1020,1,0
a0945,u0159,h1006,0,1
a0946,u0450,h1002,0,1
a0947,u0878,h1001,0,1
a0948,u0197,h1002,0,1
a0949,u1372,h1011,1,0
a0950,u1128,h1003,0,1
a0951,u1479,h1016,1,0
a0952,u0795,h1009,0,1
a0953,u0734,h1001,0,1
a0954,u0770,h1022,1,0
a0955,u1191,h1007,0,1
a0956,u0622,h1009,1,0
a0957,u0039,h1008,1,0
a0958,u1463,h1011,0,1
a0959,u0771,h1001,0,1
a0960,u0463,h1011,1,0
a0961,u0718,h1015,1,0
a0962,u0692,h1003,1,0
a0963,u0675,h1022,1,0
a0964,u1311,h1017,1,0
a0965,u1453,h1019,0,1
a0966,u0927,h1022,0,1
a0967,u1029,h1017,0,1
a0968,u0215,h1011,1,0
a0969,u0372,h1003,0,1
a0970,u0717,h1021,0,1
a0971,u0396,h1001,0,1
a0972,u0010,h1009,0,1
a0973,u0837,h1022,0,1
a0974,u0667,h1001,0,1
a0975,u0442,h1005,0,1
a0976,u0471,h1012,0,1
a0977,u0669,h1018,1,0
a0978,u0635,h1013,0,1
a0979,u0083,h1023,0,1
a0980,u1163,h1006,0,1
a0981,u1104,h1022,1,0
a0982,u0821,h1019,0,1
a0983,u1383,h1011,1,0
a0984,u1207,h1020,1,0
a0985,u1156,h1011,0,1
a0986,u0822,h1009,0,1
a0987,u0744,h1013,0,1
a0988,u1386,h1023,0,1
a0989,u0198,h1016,1,0
a0990,u1396,h1007,0,1
a0991,u0376,h1008,0,1
a0992,u1352,h1022,1,0
a0993,u0064,h1005,0,1
a0994,u1113,h1004,0,1
a0995,u0740,h1002,1,0
a0996,u1396,h1001,0,1
a0997,u1174,h1001,0,1
a0998,u0505,h1021,0,1
a0999,u1252,h1015,0,1
a1000,u0497,h1009,0,1
a1001,u1073,h1003,0,1
a1002,u1090,h1005,0,1
a1003,u0778,h1021,1,0
a1004,u0178,h1020,0,1
a1005,u1188,h1009,0,1
a1006,u0369,h1002,0,1
a1007,u0415,h1015,1,0
a1008,u0196,h1008,0,1
a1009,u0280,h1003,1,0
a1010,u0354,h1014,0,1
a1011,u0899,h1017,0,1
a1012,u0640,h1023,0,1
a1013,u0344,h1003,1,0
a1014,u0110,h1015,1,0
a1015,u0029,h1023,0,1
a1016,u0785,h1016,0,1
a1017,u1094,h1004,0,1
a1018,u0674,h1001,1,0
a1019,u0306,h1013,0,1
a1020,u0962,h1011,0,1
a1021,u0861,h1019,1,0
a1022,u0221,h1021,0,1
a1023,u0329,h1006,0,1
a1024,u1232,h1017,0,1
a1025,u1255,h1014,0,1
a1026,u0577,h1010,0,1
a1027,u0873,h1002,0,1
a1028,u0721,h1009,1,0
a1029,u0841,h1017,0,1
a1030,u1072,h1003,0,1
a1031,u1012,h1005,0,1
a1032,u1431,h1012,0,1
a1033,u0796,h1011,1,0
a1034,u1381,h1003,0,1
a1035,u0546,h1004,1,0
a1036,u1028,h1023,0,1
a1037,u0661,h1022,1,0
a1038,u1452,h1004,1,0
a1039,u0800,h1017,1,0
a1040,u0868,h1005,1,0
a1041,u0972,h1018,0,1
a1042,u0926,h1015,0,1
a1043,u1076,h1001,0,1
a1044,u0403,h1006,1,0
a1045,u1153,h1007,0,1
a1046,u0274,h1016,0,1
a1047,u1388,h1006,0,1
a1048,u0718,h1006,0,1
a1049,u1304,h1022,0,1
a1050,u0332,h1017,0,1
a1051,u0693,h1004,0,1
a1052,u0004,h1015,0,1
a1053,u1345,h1009,0,1
a1054,u0588,h1011,0,1
a1055,u0162,h1023,1,0
a1056,u1165,h1003,0,1
a1057,u1303,h1002,1,0
a1058,u0458,h1001,0,1
a1059,u1197,h1014,1,0
a1060,u0927,h1018,0,1
a1061,u0218,h1019,1,0
a1062,u1221,h1017,0,1
a1063,u0513,h1021,0,1
a1064,u0183,h1004,0,1
a1065,u1500,h1018,0,1
a1066,u0612,h1008,0,1
a1067,u1114,h1006,0,1
a1068,u0894,h1015,0,1
a1069,u0069,h1023,0,1
a1070,u0045,h1008,0,1
a1071,u0118,h1018,1,0
a1072,u1263,h1023,1,0
a1073,u0949,h1021,0,1
a1074,u1054,h1008,1,0
a1075,u0835,h1010,1,0
a1076,u0556,h1007,0,1
a1077,u0361,h1014,0,1
a1078,u0092,h1021,0,1
a1079,u0321,h1017,1,0
a1080,u0542,h1001,0,1
a1081,u0875,h1003,0,1
a1082,u0745,h1003,0,1
a1083,u1082,h1020,0,1
a1084,u0159,h1023,0,1
a1085,u0370,h1001,1,0
a1086,u0305,h1014,0,1
a1087,u0470,h1012,0,1
a1088,u0469,h1006,0,1
a1089,u0016,h1021,0,1
a1090,u0539,h1008,1,0
a1091,u0284,h1019,0,1
a1092,u1264,h1015,1,0
a1093,u0797,h1009,1,0
a1094,u0380,h1017,1,0
a1095,u0242,h1008,0,1
a1096,u0256,h1014,0,1
a1097,u0495,h1012,0,1
a1098,u0208,h1010,1,0
a1099,u1062,h1003,1,0
a1100,u1054,h1004,1,0
a1101,u0642,h1010,0,1
a1102,u1372,h1011,1,0
a1103,u0365,h1015,0,1
a1104,u0305,h1015,0,1
a1105,u1402,h1006,0,1
a1106,u0618,h1010,0,1
a1107,u0587,h1016,0,1
a1108,u1386,h1017,0,1
a1109,u0762,h1016,0,1
a1110,u0355,h1019,0,1
a1111,u0053,h1009,0,1
a1112,u1432,h1011,1,0
a1113,u0560,h1008,0,1
a1114,u0716,h1019,1,0
a1115,u1070,h1005,0,1
a1116,u0367,h1010,0,1
a1117,u0875,h1005,0,1
a1118,u0216,h1021,0,1
a1119,u0223,h1005,0,1
a1120,u0296,h1020,1,0
a1121,u0559,h1005,0,1
a1122,u1130,h1010,0,1
a1123,u1419,h1014,1,0
a1124,u0718,h1006,0,1
a1125,u1009,h1013,0,1
a1126,u1256,h1009,1,0
a1127,u0635,h1016,0,1
a1128,u1021,h1007,0,1
a1129,u1199,h1004,0,1
a1130,u0523,h1016,0,1
a1131,u0137,h1014,0,1
a1132,u1406,h1012,0,1
a1133,u0963,h1004,0,1
a1134,u0890,h1017,0,1
a1135,u1307,h1019,0,1
a1136,u1248,h1005,0,1
a1137,u0708,h1002,0,1
a1138,u1352,h1010,0,1
a1139,u0816,h1018,0,1
a1140,u0578,h1022,1,0
a1141,u0379,h1004,0,1
a1142,u1161,h1016,1,0
a1143,u0111,h1004,0,1
a1144,u0793,h1011,0,1
a1145,u0890,h1003,0,1
a1146,u0410,h1023,0,1
a1147,u0068,h1004,1,0
a1148,u1308,h1015,1,0
a1149,u0361,h1013,0,1
a1150,u0634,h1019,0,1
a1151,u1363,h1013,0,1
a1152,u0896,h1005,1,0
a1153,u0750,h1017,1,0
a1154,u1348,h1005,0,1
a1155,u0918,h1013,0,1
a1156,u1223,h1009,1,0
a1157,u0540,h1022,0,1
a1158,u0505,h1010,0,1
a1159,u1269,h1020,0,1
a1160,u0225,h1018,0,1
a1161,u0786,h1002,0,1
a1162,u1041,h1017,0,1
a1163,u0964,h1013,1,0
a1164,u1452,h1021,0,1
a1165,u1126,h1017,0,1
a1166,u1431,h1004,0,1
a1167,u0371,h1013,0,1
a1168,u0874,h1021,0,1
a1169,u0462,h1015,1,0
a1170,u0555,h1010,1,0
a1171,u0716,h1015,0,1
a1172,u0594,h1023,0,1
a1173,u0741,h1021,0,1
a1174,u0610,h1009,0,1
a1175,u1278,h1007,0,1
a1176,u0751,h1013,0,1
a1177,u0482,h1014,1,0
a1178,u1348,h1020,0,1
a1179,u0338,h1005,1,0
a1180,u0177,h1020,1,0
a1181,u0643,h1016,0,1
a1182,u1120,h1007,0,1
a1183,u1291,h1011,0,1
a1184,u0836,h1010,0,1
a1185,u1265,h1018,0,1
a1186,u0007,h1010,1,0
a1187,u1211,h1005,1,0
a1188,u0967,h1017,1,0
a1189,u0559,h1006,0,1
a1190,u0552,h1019,0,1
a1191,u0808,h1006,0,1
a1192,u1464,h1023,1,0
a1193,u0526,h1020,0,1
a1194,u0977,h1019,1,0
a1195,u0943,h1012,0,1
a1196,u1423,h1008,1,0
a1197,u0335,h1021,1,0
a1198,u1353,h1010,1,0
a1199,u0658,h1016,1,0
a1200,u0355,h1002,0,1
a1201,u1130,h1012,0,1
a1202,u0276,h1013,0,1
a1203,u0135,h1004,0,1
a1204,u1265,h1006,0,1
a1205,u0485,h1014,0,1
a1206,u0008,h1010,0,1
a1207,u0885,h1009,0,1
a1208,u1074,h1003,1,0
a1209,u0259,h1020,0,1
a1210,u0097,h1008,1,0
a1211,u0372,h1009,0,1
a1212,u1169,h1012,0,1
a1213,u1015,h1014,0,1
a1214,u0222,h1020,1,0
a1215,u1302,h1011,1,0
a1216,u0888,h1009,1,0
a1217,u0413,h1022,0,1
a1218,u0962,h1002,0,1
a1219,u1344,h1015,0,1
a1220,u1050,h1005,0,1
a1221,u0197,h1009,0,1
a1222,u0271,h1012,0,1
a1223,u0771,h1002,0,1
a1224,u0183,h1015,0,1
a1225,u0154,h1021,0,1
a1226,u1349,h1010,0,1
a1227,u0972,h1021,0,1
a1228,u0604,h1021,1,0
a1229,u0397,h1002,1,0
a1230,u0061,h1013,1,0
a1231,u0841,h1023,1,0
a1232,u0832,h1016,0,1
a1233,u0973,h1018,1,0
a1234,u1430,h1006,0,1
a1235,u1161,h1008,0,1
a1236,u0067,h1001,0,1
a1237,u0597,h1008,0,1
a1238,u1070,h1020,0,1
a1239,u0140,h1013,0,1
a1240,u0452,h1019,0,1
a1241,u0534,h1004,1,0
a1242,u1369,h1023,0,1
a1243,u0126,h1011,0,1
a1244,u0991,h1021,0,1
a1245,u0456,h1013,0,1
a1246,u0386,h1012,1,0
a1247,u0612,h1014,1,0
a1248,u1201,h1020,0,1
a1249,u0618,h1020,1,0
a1250,u0350,h1016,0,1
a1251,u1467,h1001,1,0
a1252,u1344,h1004,0,1
a1253,u0278,h1007,1,0
a1254,u0875,h1009,1,0
a1255,u0182,h1016,0,1
a1256,u1410,h1014,1,0
a1257,u0281,h1002,1,0
a1258,u0998,h1011,0,1
a1259,u0455,h1013,0,1
a1260,u0368,h1015,0,1
a1261,u0995,h1004,0,1
a1262,u0513,h1010,0,1
a1263,u0690,h1022,1,0
a1264,u0753,h1008,1,0
a1265,u1334,h1004,0,1
a1266,u0992,h1006,1,0
a1267,u0104,h1021,0,1
a1268,u0161,h1012,1,0
a1269,u0245,h1021,1,0
a1270,u0939,h1014,0,1
a1271,u1009,h1003,0,1
a1272,u0005,h1016,0,1
a1273,u1280,h1015,0,1
a1274,u1166,h1014,0,1
a1275,u0749,h1023,1,0
a1276,u0116,h1018,0,1
a1277,u0208,h1021,0,1
a1278,u0646,h1009,0,1
a1279,u1464,h1018,0,1
a1280,u0665,h1011,0,1
a1281,u0840,h1014,0,1
a1282,u0057,h1017,1,0
a1283,u0911,h1013,0,1
a1284,u0624,h1014,0,1
a1285,u0262,h1008,0,1
a1286,u1346,h1011,0,1
a1287,u1180,h1011,0,1
a1288,u0550,h1001,0,1
a1289,u1214,h1012,0,1
a1290,u0752,h1013,0,1
a1291,u0721,h1013,0,1
a1292,u1090,h1010,1,0
a1293,u0816,h1022,1,0
a1294,u1322,h1001,0,1
a1295,u1059,h1011,0,1
a1296,u1222,h1010,0,1
a1297,u1034,h1017,0,1
a1298,u1481,h1022,0,1
a1299,u0037,h1008,1,0
a1300,u0223,h1018,1,0
a1301,u0311,h1007,0,1
a1302,u0635,h1017,0,1
a1303,u1296,h1022,0,1
a1304,u1475,h1017,0,1
a1305,u0256,h1005,1,0
a1306,u1444,h1013,0,1
a1307,u1136,h1019,1,0
a1308,u1437,h1006,1,0
a1309,u0358,h1020,0,1
a1310,u1081,h1006,1,0
a1311,u0723,h1009,1,0
a1312,u0416,h1022,0,1
a1313,u0951,h1014,0,1
a1314,u0738,h1014,0,1
a1315,u1478,h1020,0,1
a1316,u0136,h1004,1,0
a1317,u0959,h1001,1,0
a1318,u0860,h1011,1,0
a1319,u0979,h1013,1,0
a1320,u0026,h1016,0,1
a1321,u0994,h1023,1,0
a1322,u0561,h1009,0,1
a1323,u0134,h1016,1,0
a1324,u0058,h1008,0,1
a1325,u1469,h1004,0,1
a1326,u1007,h1008,0,1
a1327,u1061,h1010,1,0
a1328,u0309,h1020,0,1
a1329,u0820,h1008,0,1
a1330,u0484,h1002,0,1
a1331,u0638,h1001,1,0
a1332,u0389,h1006,0,1
a1333,u1172,h1021,0,1
a1334,u1388,h1020,0,1
a1335,u1421,h1009,0,1
a1336,u1380,h1008,0,1
a1337,u0810,h1021,0,1
a1338,u0804,h1009,0,1
a1339,u1172,h1020,0,1
a1340,u0179,h1013,0,1
a1341,u1442,h1005,0,1
a1342,u1192,h1015,0,1
a1343,u0103,h1003,0,1
a1344,u1094,h1006,1,0
a1345,u1133,h1013,1,0
a1346,u0248,h1020,0,1
a1347,u1226,h1019,1,0
a1348,u1380,h1014,0,1
a1349,u0047,h1004,0,1
a1350,u0340,h1008,1,0
a1351,u0838,h1022,0,1
a1352,u1309,h1018,1,0
a1353,u0676,h1005,0,1
a1354,u0306,h1018,1,0
a1355,u0196,h1014,0,1
a1356,u1047,h1001,0,1
a1357,u0248,h1003,0,1
a1358,u0720,h1013,0,1
a1359,u1347,h1007,0,1
a1360,u0855,h1023,0,1
a1361,u0829,h1006,1,0
a1362,u0160,h1001,0,1
a1363,u0271,h1006,0,1
a1364,u1421,h1011,0,1
a1365,u1395,h1008,0,1
a1366,u0047,h1011,0,1
a1367,u0408,h1005,0,1
a1368,u0864,h1014,0,1
a1369,u1496,h1004,0,1
a1370,u0796,h1017,0,1
a1371,u1140,h1005,0,1
a1372,u1351,h1010,0,1
a1373,u0912,h1004,0,1
a1374,u1137,h1001,0,1
a1375,u0982,h1002,1,0
a1376,u0985,h1013,0,1
a1377,u1017,h1013,0,1
a1378,u0922,h1023,0,1
a1379,u0458,h1012,0,1
a1380,u0656,h1017,0,1
a1381,u1139,h1018,1,0
a1382,u1000,h1001,0,1
a1383,u0366,h1018,0,1
a1384,u0129,h1015,0,1
a1385,u0302,h1003,0,1
a1386,u0982,h1011,0,1
a1387,u0178,h1013,0,1
a1388,u1204,h1015,1,0
a1389,u0442,h1011,0,1
a1390,u0825,h1001,0,1
a1391,u0245,h1002,1,0
a1392,u1240,h1016,0,1
a1393,u1388,h1003,0,1
a1394,u1152,h1010,0,1
a1395,u0433,h1021,0,1
a1396,u1309,h1010,0,1
a1397,u0540,h1016,0,1
a1398,u0951,h1021,0,1
a1399,u0255,h1022,0,1
a1400,u0564,h1011,0,1
a1401,u0882,h1012,0,1
a1402,u0559,h1014,0,1
a1403,u0317,h1005,0,1
a1404,u1431,h1005,0,1
a1405,u0847,h1005,0,1
a1406,u1167,h1022,0,1
a1407,u0927,h1006,1,0
a1408,u0811,h1009,1,0
a1409,u0608,h1001,0,1
a1410,u0805,h1019,0,1
a1411,u1143,h1004,1,0
a1412,u1319,h1004,0,1
a1413,u0077,h1023,0,1
a1414,u1188,h1004,1,0
a1415,u0038,h1012,1,0
a1416,u0632,h1002,1,0
a1417,u0803,h1022,0,1
a1418,u0675,h1010,0,1
a1419,u0233,h1014,0,1
a1420,u0785,h1009,1,0
a1421,u0689,h1007,0,1
a1422,u0431,h1008,1,0
a1423,u0652,h1013,0,1
a1424,u1304,h1018,0,1
a1425,u1408,h1010,0,1
a1426,u0673,h1002,0,1
a1427,u0645,h1009,0,1
a1428,u1299,h1009,1,0
a1429,u1495,h1018,0,1
a1430,u0190,h1005,0,1
a1431,u0658,h1004,0,1
a1432,u1280,h1012,0,1
a1433,u0034,h1001,0,1
a1434,u0344,h1008,1,0
a1435,u0028,h1021,0,1
a1436,u0745,h1017,0,1
a1437,u1490,h1019,0,1
a1438,u0780,h1014,1,0
a1439,u0531,h1012,1,0
a1440,u1094,h1009,0,1
a1441,u0393,h1015,0,1
a1442,u0392,h1006,0,1
a1443,u0116,h1023,0,1
a1444,u1435,h1017,0,1
a1445,u1496,h1008,0,1
a1446,u1260,h1016,1,0
a1447,u0578,h1018,0,1
a1448,u0861,h1011,0,1
a1449,u0409,h1002,0,1
a1450,u0407,h1021,0,1
a1451,u1026,h1004,0,1
a1452,u0568,h1010,0,1
a1453,u1237,h1020,0,1
a1454,u0333,h1023,0,1
a1455,u0051,h1004,0,1
a1456,u0305,h1016,1,0
a1457,u0113,h1005,0,1
a1458,u1211,h1006,1,0
a1459,u1185,h1007,0,1
a1460,u0758,h1010,1,0
a1461,u0966,h1010,1,0
a1462,u0731,h1005,0,1
a1463,u0174,h1004,0,1
a1464,u0393,h1021,0,1
a1465,u0104,h1010,0,1
a1466,u0411,h1004,0,1
a1467,u0404,h1022,0,1
a1468,u1014,h1017,0,1
a1469,u0917,h1023,0,1
a1470,u0726,h1016,0,1
a1471,u0849,h1018,0,1
a1472,u0758,h1006,0,1
a1473,u0032,h1007,0,1
a1474,u0576,h1001,0,1
a1475,u0162,h1006,1,0
a1476,u0141,h1014,0,1
a1477,u0393,h1008,1,0
a1478,u1125,h1003,0,1
a1479,u0830,h1015,1,0
a1480,u0593,h1003,0,1
a1481,u0145,h1011,1,0
a1482,u0381,h1015,0,1
a1483,u1220,h1003,1,0
a1484,u1017,h1015,1,0
a1485,u1484,h1019,0,1
a1486,u0582,h1009,0,1
a1487,u0606,h1019,0,1
a1488,u1189,h1002,1,0
a1489,u0685,h1008,0,1
a1490,u0905,h1023,0,1
a1491,u0016,h1014,0,1
a1492,u1347,h1002,0,1
a1493,u0038,h1008,1,0
a1494,u0668,h1009,0,1
a1495,u0880,h1012,0,1
a1496,u0582,h1023,0,1
a1497,u0044,h1021,1,0
a1498,u0659,h1016,0,1
a1499,u0374,h1001,1,0
a1500,u1231,h1016,0,1
a1501,u0544,h1015,0,1
a1502,u0677,h1013,0,1
a1503,u1054,h1001,0,1
a1504,u1156,h1014,0,1
a1505,u0137,h1020,1,0
a1506,u0504,h1002,0,1
a1507,u1138,h1014,0,1
a1508,u1253,h1014,0,1
a1509,u0672,h1021,1,0
a1510,u0970,h1005,0,1
a1511,u1160,h1001,0,1
a1512,u1205,h1018,0,1
a1513,u1326,h1008,1,0
a1514,u0921,h1017,1,0
a1515,u1285,h1017,0,1
a1516,u0375,h1003,1,0
a1517,u0734,h1017,1,0
a1518,u0675,h1016,0,1
a1519,u1134,h1022,1,0
a1520,u0979,h1011,0,1
a1521,u0444,h1015,0,1
a1522,u1017,h1017,0,1
a1523,u0736,h1023,0,1
a1524,u0801,h1021,1,0
a1525,u0995,h1012,0,1
a1526,u0200,h1022,1,0
a1527,u0567,h1004,0,1
a1528,u0609,h1009,0,1
a1529,u0448,h1018,0,1
a1530,u1096,h1018,0,1
a1531,u0971,h1008,0,1
a1532,u0371,h1002,1,0
a1533,u0295,h1023,0,1
a1534,u0457,h1023,1,0
a1535,u0622,h1015,0,1
a1536,u1091,h1022,1,0
a1537,u0598,h1016,1,0
a1538,u0231,h1015,1,0
a1539,u0079,h1022,0,1
a1540,u0710,h1017,0,1
a1541,u1160,h1022,0,1
a1542,u1389,h1012,0,1
a1543,u0685,h1002,0,1
a1544,u0401,h1019,0,1
a1545,u0513,h1010,0,1
a1546,u0256,h1021,0,1
a1547,u0781,h1004,1,0
a1548,u0319,h1020,1,0
a1549,u0917,h1006,1,0
a1550,u0442,h1003,0,1
a1551,u0174,h1014,1,0
a1552,u0273,h1022,1,0
a1553,u0966,h1003,1,0
a1554,u0245,h1006,0,1
a1555,u0802,h1007,0,1
a1556,u0911,h1022,0,1
a1557,u0817,h1007,0,1
a1558,u1219,h1016,0,1
a1559,u0224,h1009,0,1
a1560,u0119,h1005,0,1
a1561,u0451,h1010,0,1
a1562,u1300,h1022,0,1
a1563,u0784,h1023,1,0
a1564,u0317,h1008,0,1
a1565,u0549,h1007,1,0
a1566,u0277,h1013,0,1
a1567,u0249,h1018,0,1
a1568,u0752,h1006,0,1
a1569,u0740,h1011,0,1
a1570,u1160,h1023,1,0
a1571,u0102,h1001,0,1
a1572,u0720,h1005,0,1
a1573,u0497,h1001,0,1
a1574,u0771,h1012,1,0
a1575,u0445,h1016,1,0
a1576,u1077,h1013,1,0
a1577,u1445,h1003,0,1
a1578,u1279,h1014,0,1
a1579,u0528,h1016,0,1
a1580,u0211,h1021,0,1
a1581,u0404,h1004,1,0
a1582,u0021,h1021,0,1
a1583,u0420,h1021,1,0
a1584,u0344,h1019,0,1
a1585,u0602,h1008,0,1
a1586,u0371,h1012,0,1
a1587,u1261,h1004,0,1
a1588,u0509,h1023,0,1
a1589,u1342,h1017,0,1
a1590,u1225,h1003,0,1
a1591,u1038,h1003,1,0
a1592,u0739,h1023,0,1
a1593,u1380,h1011,0,1
a1594,u1382,h1009,1,0
a1595,u0198,h1011,0,1
a1596,u1468,h1015,0,1
a1597,u0651,h1021,0,1
a1598,u0347,h1018,0,1
a1599,u1072,h1018,0,1
a1600,u0663,h1007,0,1
a1601,u0742,h1013,0,1
a1602,u0791,h1014,0,1
a1603,u0423,h1019,0,1
a1604,u0306,h1010,0,1
a1605,u1372,h1008,0,1
a1606,u0784,h1016,0,1
a1607,u0746,h1001,0,1
a1608,u0252,h1017,0,1
a1609,u0693,h1018,0,1
a1610,u1315,h1004,0,1
a1611,u0455,h1001,1,0
a1612,u1080,h1012,0,1
a1613,u0181,h1012,0,1
a1614,u0143,h1020,0,1
a1615,u0239,h1002,0,1
a1616,u1285,h1012,0,1
a1617,u1325,h1008,1,0
a1618,u0672,h1011,0,1
a1619,u0912,h1010,0,1
a1620,u0897,h1004,1,0
a1621,u1360,h1003,0,1
a1622,u1329,h1015,0,1
a1623,u1179,h1013,0,1
a1624,u0632,h1018,0,1
a1625,u1424,h1023,0,1
a1626,u0749,h1016,1,0
a1627,u0752,h1014,0,1
a1628,u0809,h1007,0,1
a1629,u1290,h1006,1,0
a1630,u0499,h1007,1,0
a1631,u0162,h1004,0,1
a1632,u1470,h1019,1,0
a1633,u1294,h1006,0,1
a1634,u0873,h1006,1,0
a1635,u1313,h1006,0,1
a1636,u0649,h1006,1,0
a1637,u0422,h1019,1,0
a1638,u1288,h1023,0,1
a1639,u1435,h1019,0,1
a1640,u0975,h1013,0,1
a1641,u0330,h1004,1,0
a1642,u0758,h1003,0,1
a1643,u1095,h1007,1,0
a1644,u0347,h1001,0,1
a1645,u1075,h1017,1,0
a1646,u0910,h1005,0,1
a1647,u1030,h1019,0,1
a1648,u1169,h1014,0,1
a1649,u1277,h1017,0,1
a1650,u0683,h1016,0,1
a1651,u0455,h1001,1,0
a1652,u0987,h1016,0,1
a1653,u0583,h1015,1,0
a1654,u1054,h1010,1,0
a1655,u0747,h1018,0,1
a1656,u1055,h1009,0,1
a1657,u1103,h1020,0,1
a1658,u0001,h1020,0,1
a1659,u0274,h1017,0,1
a1660,u1229,h1017,0,1
a1661,u1260,h1011,1,0
a1662,u0502,h1007,0,1
a1663,u0196,h1006,0,1
a1664,u0968,h1002,1,0
a1665,u0135,h1008,0,1
a1666,u0002,h1023,1,0
a1667,u0709,h1006,1,0
a1668,u0250,h1008,0,1
a1669,u1098,h1008,0,1
a1670,u0007,h1020,0,1
a1671,u0998,h1018,1,0
a1672,u1388,h1012,0,1
a1673,u0891,h1015,1,0
a1674,u1421,h1023,0,1
a1675,u1313,h1007,0,1
a1676,u1381,h1019,0,1
a1677,u0425,h1021,0,1
a1678,u0699,h1013,1,0
a1679,u1312,h1018,0,1
a1680,u0271,h1018,0,1
a1681,u1314,h1016,0,1
a1682,u0671,h1007,0,1
a1683,u1171,h1004,0,1
a1684,u0329,h1023,0,1
a1685,u0168,h1015,0,1
a1686,u1224,h1019,1,0
a1687,u1282,h1017,1,0
a1688,u1234,h1006,1,0
a1689,u0194,h1011,0,1
a1690,u0374,h1015,0,1
a1691,u0261,h1012,0,1
a1692,u1036,h1006,0,1
a1693,u1159,h1004,0,1
a1694,u0020,h1023,0,1
a1695,u1190,h1002,1,0
a1696,u0884,h1022,0,1
a1697,u0163,h1017,0,1
a1698,u0218,h1009,0,1
a1699,u0335,h1011,0,1
a1700,u1481,h1017,0,1
a1701,u0833,h1021,0,1
a1702,u0902,h1008,0,1
a1703,u0928,h1005,1,0
a1704,u0884,h1008,0,1
a1705,u0113,h1002,1,0
a1706,u1157,h1005,1,0
a1707,u0669,h1022,0,1
a1708,u1306,h1016,1,0
a1709,u0108,h1021,0,1
a1710,u0933,h1004,0,1
a1711,u0747,h1011,0,1
a1712,u0448,h1001,1,0
a1713,u0613,h1007,0,1
a1714,u1122,h1022,1,0
a1715,u0021,h1011,0,1
a1716,u0442,h1014,0,1
a1717,u0240,h1005,1,0
a1718,u0090,h1016,0,1
a1719,u0657,h1019,1,0
a1720,u0286,h1007,0,1
a1721,u0870,h1021,0,1
a1722,u0079,h1012,0,1
a1723,u0630,h1009,0,1
a1724,u0085,h1021,0,1
a1725,u1140,h1003,1,0
a1726,u0152,h1015,0,1
a1727,u0507,h1015,0,1
a1728,u0552,h1016,0,1
a1729,u0875,h1001,1,0
a1730,u1190,h1020,0,1
a1731,u0728,h1002,0,1
a1732,u0895,h1005,1,0
a1733,u1450,h1023,0,1
a1734,u0135,h1017,1,0
a1735,u0608,h1010,0,1
a1736,u0951,h1012,0,1
a1737,u0762,h1021,0,1
a1738,u1448,h1019,1,0
a1739,u1131,h1022,0,1
a1740,u1327,h1014,1,0
a1741,u0973,h1018,0,1
a1742,u0591,h1015,0,1
a1743,u0982,h1012,0,1
a1744,u1243,h1014,0,1
